route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
34,MN,275/0,"Kiskundorozsma, Sziksósfürdő",0,3263440,1
34,MN,275/1,"Kiskundorozsma, Sziksósfürdő",0,3263440,1
34,TO,279/0,"Kiskundorozsma, Sziksósfürdő",0,3263440,1
34,IEA,1017/0,"Mars tér",1,3263439,1
18,MI,153/0,"Repülőtér",0,3234265,1
18,MI,153/1,"Repülőtér",0,3234265,1
18,MI,153/2,"Repülőtér",0,3234265,1
18,T,717/0,"Krematórium",0,6307491,1
18,T,717/1,"Krematórium",0,6307491,1
18,T,333/0,"Repülőtér",0,6307492,1
18,T,333/1,"Repülőtér",0,6307492,1
18,T,719/0,"Mars tér",1,6307494,1
18,T,719/1,"Mars tér",1,6307494,1
18,MI,164/0,"Mars tér",1,4715841,1
18,MI,164/1,"Mars tér",1,4715841,1
18,T,157/0,"Mars tér",1,3234264,1
18,T,157/1,"Mars tér",1,3234264,1
29,MN,587/0,"Szeged vasútállomás",1,2896706,1
20,SZN-hidi,178/0,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/1,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/2,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/3,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/4,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/5,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/6,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/7,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/8,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/9,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/10,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/11,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/12,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/13,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/14,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/15,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/16,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/17,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/18,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/19,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/20,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/21,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/22,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/23,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/24,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/25,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/26,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/27,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/28,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/29,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/30,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/31,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/32,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,178/33,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/0,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/1,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/2,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/3,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/4,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/5,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/6,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/7,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/8,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/9,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/10,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/11,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/12,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/13,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/14,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/15,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/16,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/17,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/18,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/19,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/20,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/21,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/22,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/23,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/24,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/25,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/26,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/27,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/28,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/29,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/30,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/31,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/32,"Újszeged, Füvészkert",0,2896972,1
20,MSZ-hidi,179/33,"Újszeged, Füvészkert",0,2896972,1
20,SZN-hidi,181/0,"Mars tér",1,3234266,1
20,SZN-hidi,181/1,"Mars tér",1,3234266,1
20,SZN-hidi,181/2,"Mars tér",1,3234266,1
20,SZN-hidi,181/3,"Mars tér",1,3234266,1
20,SZN-hidi,181/4,"Mars tér",1,3234266,1
20,SZN-hidi,181/5,"Mars tér",1,3234266,1
20,SZN-hidi,181/6,"Mars tér",1,3234266,1
20,SZN-hidi,181/7,"Mars tér",1,3234266,1
20,SZN-hidi,181/8,"Mars tér",1,3234266,1
20,SZN-hidi,181/9,"Mars tér",1,3234266,1
20,SZN-hidi,181/10,"Mars tér",1,3234266,1
20,SZN-hidi,181/11,"Mars tér",1,3234266,1
20,SZN-hidi,181/12,"Mars tér",1,3234266,1
20,SZN-hidi,181/13,"Mars tér",1,3234266,1
20,SZN-hidi,181/14,"Mars tér",1,3234266,1
20,SZN-hidi,181/15,"Mars tér",1,3234266,1
20,SZN-hidi,181/16,"Mars tér",1,3234266,1
20,SZN-hidi,181/17,"Mars tér",1,3234266,1
20,SZN-hidi,181/18,"Mars tér",1,3234266,1
20,SZN-hidi,181/19,"Mars tér",1,3234266,1
20,SZN-hidi,181/20,"Mars tér",1,3234266,1
20,SZN-hidi,181/21,"Mars tér",1,3234266,1
20,SZN-hidi,181/22,"Mars tér",1,3234266,1
20,SZN-hidi,181/23,"Mars tér",1,3234266,1
20,SZN-hidi,181/24,"Mars tér",1,3234266,1
20,SZN-hidi,181/25,"Mars tér",1,3234266,1
20,SZN-hidi,181/26,"Mars tér",1,3234266,1
20,SZN-hidi,181/27,"Mars tér",1,3234266,1
20,SZN-hidi,181/28,"Mars tér",1,3234266,1
20,SZN-hidi,181/29,"Mars tér",1,3234266,1
20,SZN-hidi,181/30,"Mars tér",1,3234266,1
20,SZN-hidi,181/31,"Mars tér",1,3234266,1
20,SZN-hidi,181/32,"Mars tér",1,3234266,1
20,SZN-hidi,181/33,"Mars tér",1,3234266,1
20,MSZ-hidi,182/0,"Mars tér",1,3234266,1
20,MSZ-hidi,182/1,"Mars tér",1,3234266,1
20,MSZ-hidi,182/2,"Mars tér",1,3234266,1
20,MSZ-hidi,182/3,"Mars tér",1,3234266,1
20,MSZ-hidi,182/4,"Mars tér",1,3234266,1
20,MSZ-hidi,182/5,"Mars tér",1,3234266,1
20,MSZ-hidi,182/6,"Mars tér",1,3234266,1
20,MSZ-hidi,182/7,"Mars tér",1,3234266,1
20,MSZ-hidi,182/8,"Mars tér",1,3234266,1
20,MSZ-hidi,182/9,"Mars tér",1,3234266,1
20,MSZ-hidi,182/10,"Mars tér",1,3234266,1
20,MSZ-hidi,182/11,"Mars tér",1,3234266,1
20,MSZ-hidi,182/12,"Mars tér",1,3234266,1
20,MSZ-hidi,182/13,"Mars tér",1,3234266,1
20,MSZ-hidi,182/14,"Mars tér",1,3234266,1
20,MSZ-hidi,182/15,"Mars tér",1,3234266,1
20,MSZ-hidi,182/16,"Mars tér",1,3234266,1
20,MSZ-hidi,182/17,"Mars tér",1,3234266,1
20,MSZ-hidi,182/18,"Mars tér",1,3234266,1
20,MSZ-hidi,182/19,"Mars tér",1,3234266,1
20,MSZ-hidi,182/20,"Mars tér",1,3234266,1
20,MSZ-hidi,182/21,"Mars tér",1,3234266,1
20,MSZ-hidi,182/22,"Mars tér",1,3234266,1
20,MSZ-hidi,182/23,"Mars tér",1,3234266,1
20,MSZ-hidi,182/24,"Mars tér",1,3234266,1
20,MSZ-hidi,182/25,"Mars tér",1,3234266,1
20,MSZ-hidi,182/26,"Mars tér",1,3234266,1
20,MSZ-hidi,182/27,"Mars tér",1,3234266,1
20,MSZ-hidi,182/28,"Mars tér",1,3234266,1
20,MSZ-hidi,182/29,"Mars tér",1,3234266,1
20,MSZ-hidi,182/30,"Mars tér",1,3234266,1
20,MSZ-hidi,182/31,"Mars tér",1,3234266,1
20,MSZ-hidi,182/32,"Mars tér",1,3234266,1
20,MSZ-hidi,182/33,"Mars tér",1,3234266,1
21,MN,183/0,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/1,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/2,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/3,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/4,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/5,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/6,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/7,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/8,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,183/9,"Mars tér – Marostő, Katalin utca",0,6307501,1
21,MN,184/0,"Mars tér – Marostő, Katalin utca",0,6307502,1
21,MN,184/1,"Mars tér – Marostő, Katalin utca",0,6307502,1
21,MN,184/2,"Mars tér – Marostő, Katalin utca",0,6307502,1
21,MN,184/3,"Mars tér – Marostő, Katalin utca",0,6307502,1
21,MN,185/0,"Mars tér – Marostő, Katalin utca",0,6307503,1
21,MN,185/1,"Mars tér – Marostő, Katalin utca",0,6307503,1
21,MN,185/2,"Mars tér – Marostő, Katalin utca",0,6307503,1
21,MN,185/3,"Mars tér – Marostő, Katalin utca",0,6307503,1
21,MN,189/0,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,189/1,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,189/2,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,189/3,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,189/4,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,189/5,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,189/6,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,189/7,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307504,1
21,MN,190/0,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/1,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/2,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/3,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/4,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/5,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/6,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/7,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/8,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
21,MN,190/9,"Mars tér – Szegedi Ipari Logisztikai Központ",1,6307505,1
53,SZN-hidi,737/0,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/1,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/2,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/3,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/4,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/5,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/6,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/7,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/8,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/9,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/10,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/11,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/12,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/13,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/14,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/15,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/16,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/17,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/18,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/19,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/20,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/21,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/22,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/23,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/24,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/25,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/26,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/27,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/28,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/29,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/30,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/31,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/32,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/33,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/34,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/35,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/36,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,737/37,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/0,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/1,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/2,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/3,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/4,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/5,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/6,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/7,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/8,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/9,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/10,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/11,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/12,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/13,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/14,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/15,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/16,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/17,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/18,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/19,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/20,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/21,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/22,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/23,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/24,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/25,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/26,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/27,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/28,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/29,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/30,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/31,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/32,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/33,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/34,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/35,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/36,"Marostő, Katalin utca",0,2896981,1
53,MSZ-hidi,738/37,"Marostő, Katalin utca",0,2896981,1
53,SZN-hidi,741/0,"Mars tér",1,3234267,1
53,SZN-hidi,741/1,"Mars tér",1,3234267,1
53,SZN-hidi,741/2,"Mars tér",1,3234267,1
53,SZN-hidi,741/3,"Mars tér",1,3234267,1
53,SZN-hidi,741/4,"Mars tér",1,3234267,1
53,SZN-hidi,741/5,"Mars tér",1,3234267,1
53,SZN-hidi,741/6,"Mars tér",1,3234267,1
53,SZN-hidi,741/7,"Mars tér",1,3234267,1
53,SZN-hidi,741/8,"Mars tér",1,3234267,1
53,SZN-hidi,741/9,"Mars tér",1,3234267,1
53,SZN-hidi,741/10,"Mars tér",1,3234267,1
53,SZN-hidi,741/11,"Mars tér",1,3234267,1
53,SZN-hidi,741/12,"Mars tér",1,3234267,1
53,SZN-hidi,741/13,"Mars tér",1,3234267,1
53,SZN-hidi,741/14,"Mars tér",1,3234267,1
53,SZN-hidi,741/15,"Mars tér",1,3234267,1
53,SZN-hidi,741/16,"Mars tér",1,3234267,1
53,SZN-hidi,741/17,"Mars tér",1,3234267,1
53,SZN-hidi,741/18,"Mars tér",1,3234267,1
53,SZN-hidi,741/19,"Mars tér",1,3234267,1
53,SZN-hidi,741/20,"Mars tér",1,3234267,1
53,SZN-hidi,741/21,"Mars tér",1,3234267,1
53,SZN-hidi,741/22,"Mars tér",1,3234267,1
53,SZN-hidi,741/23,"Mars tér",1,3234267,1
53,SZN-hidi,741/24,"Mars tér",1,3234267,1
53,SZN-hidi,741/25,"Mars tér",1,3234267,1
53,SZN-hidi,741/26,"Mars tér",1,3234267,1
53,SZN-hidi,741/27,"Mars tér",1,3234267,1
53,SZN-hidi,741/28,"Mars tér",1,3234267,1
53,SZN-hidi,741/29,"Mars tér",1,3234267,1
53,SZN-hidi,741/30,"Mars tér",1,3234267,1
53,SZN-hidi,741/31,"Mars tér",1,3234267,1
53,SZN-hidi,741/32,"Mars tér",1,3234267,1
53,SZN-hidi,741/33,"Mars tér",1,3234267,1
53,SZN-hidi,741/34,"Mars tér",1,3234267,1
53,SZN-hidi,741/35,"Mars tér",1,3234267,1
53,SZN-hidi,741/36,"Mars tér",1,3234267,1
53,SZN-hidi,741/37,"Mars tér",1,3234267,1
53,MSZ-hidi,742/0,"Mars tér",1,3234267,1
53,MSZ-hidi,742/1,"Mars tér",1,3234267,1
53,MSZ-hidi,742/2,"Mars tér",1,3234267,1
53,MSZ-hidi,742/3,"Mars tér",1,3234267,1
53,MSZ-hidi,742/4,"Mars tér",1,3234267,1
53,MSZ-hidi,742/5,"Mars tér",1,3234267,1
53,MSZ-hidi,742/6,"Mars tér",1,3234267,1
53,MSZ-hidi,742/7,"Mars tér",1,3234267,1
53,MSZ-hidi,742/8,"Mars tér",1,3234267,1
53,MSZ-hidi,742/9,"Mars tér",1,3234267,1
53,MSZ-hidi,742/10,"Mars tér",1,3234267,1
53,MSZ-hidi,742/11,"Mars tér",1,3234267,1
53,MSZ-hidi,742/12,"Mars tér",1,3234267,1
53,MSZ-hidi,742/13,"Mars tér",1,3234267,1
53,MSZ-hidi,742/14,"Mars tér",1,3234267,1
53,MSZ-hidi,742/15,"Mars tér",1,3234267,1
53,MSZ-hidi,742/16,"Mars tér",1,3234267,1
53,MSZ-hidi,742/17,"Mars tér",1,3234267,1
53,MSZ-hidi,742/18,"Mars tér",1,3234267,1
53,MSZ-hidi,742/19,"Mars tér",1,3234267,1
53,MSZ-hidi,742/20,"Mars tér",1,3234267,1
53,MSZ-hidi,742/21,"Mars tér",1,3234267,1
53,MSZ-hidi,742/22,"Mars tér",1,3234267,1
53,MSZ-hidi,742/23,"Mars tér",1,3234267,1
53,MSZ-hidi,742/24,"Mars tér",1,3234267,1
53,MSZ-hidi,742/25,"Mars tér",1,3234267,1
53,MSZ-hidi,742/26,"Mars tér",1,3234267,1
53,MSZ-hidi,742/27,"Mars tér",1,3234267,1
53,MSZ-hidi,742/28,"Mars tér",1,3234267,1
53,MSZ-hidi,742/29,"Mars tér",1,3234267,1
53,MSZ-hidi,742/30,"Mars tér",1,3234267,1
53,MSZ-hidi,742/31,"Mars tér",1,3234267,1
53,MSZ-hidi,742/32,"Mars tér",1,3234267,1
53,MSZ-hidi,742/33,"Mars tér",1,3234267,1
53,MSZ-hidi,742/34,"Mars tér",1,3234267,1
53,MSZ-hidi,742/35,"Mars tér",1,3234267,1
53,MSZ-hidi,742/36,"Mars tér",1,3234267,1
53,MSZ-hidi,742/37,"Mars tér",1,3234267,1
22,MN,192/0,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/1,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/2,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/3,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/4,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/5,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/6,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/7,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/8,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MN,192/9,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/0,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/1,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/2,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/3,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/4,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/5,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/6,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/7,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/8,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/9,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/10,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/11,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/12,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,664/13,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/0,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/1,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/2,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/3,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/4,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/5,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/6,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/7,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/8,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/9,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/10,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,MSZ_NY-hidi,693/11,"Mars tér – Marostő, Erdélyi tér",0,4715843,1
22,SZN-hidi,442/0,"Mars tér – Marostő, Erdélyi tér",0,3264193,1
22,SZN-hidi,442/1,"Mars tér – Marostő, Erdélyi tér",0,3264193,1
22,SZN-hidi,442/2,"Mars tér – Marostő, Erdélyi tér",0,3264193,1
22,MSZ_NY-hidi,196/0,"Mars tér – Marostő, Erdélyi tér",0,3264193,1
22,MSZ_NY-hidi,196/1,"Mars tér – Marostő, Erdélyi tér",0,3264193,1
22,SZN-hidi,441/0,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,SZN-hidi,441/1,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_NY-hidi,195/0,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_NY-hidi,195/1,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_NY-hidi,195/2,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_Z,443/0,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_Z,443/1,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_Z,443/2,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_Z,443/3,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MSZ_Z,443/4,"Mars tér – Marostő, Erdélyi tér",0,4715842,1
22,MN,191/0,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,SZN-hidi,440/0,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,SZN-hidi,440/1,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,MSZ_NY-hidi,692/0,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,MSZ_NY-hidi,692/1,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,MSZ_NY-hidi,692/2,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,MSZ_Z,197/0,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,MSZ_Z,197/1,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
22,MSZ_Z,197/2,"Mars tér – Marostő, Erdélyi tér",0,3263432,1
